protocol_version,requested_storage_mode,workload,scenario,config,run_id,reference_mode,success,status,prime_elapsed_ms,measure_elapsed_ms,total_wall_clock_ms,fidelity_binary_equal,fidelity_visual_equal,changed_pages_count,missing_tool,storage_drive_letter,storage_file_system,defender_performance_mode_status,reference_pdf,pdf_path,mode_label
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-040250-534-2ba34bd2,False,True,ok,0.0,12009.134,12009.134,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-040744-985-e948ccba,False,True,ok,0.0,11020.6,11020.6,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-041045-660-8ed22776,False,True,ok,0.0,11015.722,11015.722,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-041556-358-8dc09873,False,True,ok,0.0,12031.365,12031.365,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-035414-106-96bf58c9,False,True,ok,12016.879,5015.925,17032.804,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-040219-428-8cea7560,False,True,ok,12034.048,4019.83,16053.878,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-040842-964-f62ecf3b,False,True,ok,11024.627,5013.932,16038.559,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-041436-979-aca9ab61,False,True,ok,12021.555,5027.648,17049.203,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-041729-184-2e97a5bb,False,True,ok,15020.745,6028.795,21049.54,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-040057-947-017c9066,False,True,ok,12023.568,5025.668,17049.236,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-040200-744-8c2629e0,False,True,ok,12021.157,5030.128,17051.285,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-040900-448-ce8d4d41,False,True,ok,11015.0,5022.799,16037.799,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-041418-274-cc45b91c,False,True,ok,12022.198,5020.188,17042.386,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-041523-057-a99ef6b1,False,True,ok,12023.22,5030.712,17053.932,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-034856-975-16c72ae2,False,True,ok,0.0,46025.957,46025.957,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-040303-925-a8a144ab,False,True,ok,0.0,48015.83,48015.83,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-040757-513-49944353,False,True,ok,0.0,44025.515,44025.515,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-041304-255-c7bd4d81,False,True,ok,0.0,46035.358,46035.358,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-041857-352-3f5aa3aa,False,True,ok,0.0,46030.705,46030.705,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-035232-207-e265d46d,False,True,ok,44022.79,17018.443,61041.233,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-040509-622-1c15f5d0,False,True,ok,45022.925,16021.797,61044.722,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-040918-027-422b5b42,False,True,ok,45018.174,16015.492,61033.666,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-041058-177-3d6bef91,False,True,ok,45026.796,16017.631,61044.427,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-041751-742-30706fd3,False,True,ok,47030.632,17016.855,64047.487,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-035757-373-88330166,False,True,ok,46031.347,16021.081,62052.428,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-040353-471-73bd9131,False,True,ok,46011.187,17014.535,63025.722,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-040642-393-87fd90a5,False,True,ok,45023.328,16018.037,61041.365,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-041200-675-d8fd5af0,False,True,ok,46027.864,16031.241,62059.105,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,d_repo_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-041609-931-bab7cd7b,False,True,ok,47031.484,16025.469,63056.953,False,True,0,,D,NTFS,0,,,d_repo_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S0_clean_build,B7_windows_storage_mode,20260321-050333-736-ebf6e8ad,False,True,ok,0.0,10050.294,10050.294,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S0_clean_build,B7_windows_storage_mode,20260321-051136-283-18c53c32,False,True,ok,0.0,11054.256,11054.256,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S0_clean_build,B7_windows_storage_mode,20260321-051945-184-0277f141,False,True,ok,0.0,13025.593,13025.593,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S0_clean_build,B7_windows_storage_mode,20260321-052416-826-57348972,False,True,ok,0.0,11009.856,11009.856,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S0_clean_build,B7_windows_storage_mode,20260321-053115-909-367a7728,False,True,ok,0.0,10020.036,10020.036,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S1_text_edit,B7_windows_storage_mode,20260321-050253-194-b5083e42,False,True,ok,11022.432,5008.69,16031.122,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S1_text_edit,B7_windows_storage_mode,20260321-051042-948-85bf8130,False,True,ok,11045.451,5040.609,16086.06,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S1_text_edit,B7_windows_storage_mode,20260321-051924-545-d986fa8b,False,True,ok,13014.566,6013.54,19028.106,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S1_text_edit,B7_windows_storage_mode,20260321-052542-017-f0a2b18d,False,True,ok,11021.722,5026.865,16048.587,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S1_text_edit,B7_windows_storage_mode,20260321-053058-872-36d2a90c,False,True,ok,10022.634,5023.838,15046.472,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S3_figure_edit,B7_windows_storage_mode,20260321-050603-496-b791fa16,False,True,ok,10026.056,5021.628,15047.684,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S3_figure_edit,B7_windows_storage_mode,20260321-051539-352-c62ed4f1,False,True,ok,13025.736,5024.18,18049.916,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S3_figure_edit,B7_windows_storage_mode,20260321-051904-951-0f470aa9,False,True,ok,13012.172,5023.51,18035.682,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S3_figure_edit,B7_windows_storage_mode,20260321-052337-289-87c96dc7,False,True,ok,11013.616,5023.86,16037.476,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W1_text_math,S3_figure_edit,B7_windows_storage_mode,20260321-052910-486-ebb823b8,False,True,ok,11011.291,5013.753,16025.044,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-050411-326-e228fb61,False,True,ok,0.0,12031.195,12031.195,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-051121-278-4b2da817,False,True,ok,0.0,13025.667,13025.667,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-051701-099-280c67a7,False,True,ok,0.0,15038.492,15038.492,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-052429-502-45069ff1,False,True,ok,0.0,14022.566,14022.566,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S0_clean_build,B7_windows_storage_mode,20260321-052716-846-6b99e79f,False,True,ok,0.0,14020.452,14020.452,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-050506-370-66e06d0c,False,True,ok,13047.207,5038.326,18085.533,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-051243-023-28716680,False,True,ok,13037.066,6024.333,19061.399,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-051842-101-6dfad795,False,True,ok,15017.566,6016.475,21034.041,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-052315-309-0e847c7e,False,True,ok,14011.157,6018.853,20030.01,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S1_text_edit,B7_windows_storage_mode,20260321-052732-799-a1c56fbb,False,True,ok,14016.13,6017.05,20033.18,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-050158-268-1150bcff,False,True,ok,12011.291,5019.408,17030.699,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-051101-297-ba894c60,False,True,ok,13039.744,5026.843,18066.587,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-051959-857-a6227ba3,False,True,ok,15014.939,6011.45,21026.389,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-052355-102-15ba4081,False,True,ok,14015.943,6026.317,20042.26,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W4_tikz,S3_figure_edit,B7_windows_storage_mode,20260321-052928-209-b704aba6,False,True,ok,13011.683,6016.377,19028.06,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-050029-146-5898b8bb,False,True,ok,0.0,48015.622,48015.622,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-051149-137-df6dcc9a,False,True,ok,0.0,52043.31,52043.31,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-051559-350-11445fdb,False,True,ok,0.0,60020.825,60020.825,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-052445-235-1f15f2a8,False,True,ok,0.0,55018.974,55018.974,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S0_clean_build,B7_windows_storage_mode,20260321-053127-594-5a507ea3,False,True,ok,0.0,52020.103,52020.103,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-050932-656-6001802b,False,True,ok,49021.184,19030.302,68051.486,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-051303-840-e9a3542c,False,True,ok,52016.07,19013.486,71029.556,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-052022-469-f5465d2a,False,True,ok,63017.997,23022.372,86040.369,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-052559-980-dc5ff349,False,True,ok,55021.195,20012.14,75033.335,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S1_text_edit,B7_windows_storage_mode,20260321-052949-026-7e12d83e,False,True,ok,50014.532,18012.979,68027.511,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-045727-243-ee12c58a,False,True,ok,49035.827,18055.311,67091.138,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-051416-516-d93c1bf0,False,True,ok,59027.76,22023.969,81051.729,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-051718-321-6c29356c,False,True,ok,60046.858,22020.844,82067.702,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-052150-263-beac36df,False,True,ok,63025.112,20019.758,83044.87,False,True,0,,C,NTFS,0,,,c_profile_ntfs
v0.2-prime-measure,c_profile_ntfs,W5_minted,S3_figure_edit,B7_windows_storage_mode,20260321-052754-665-8c18231c,False,True,ok,55024.356,19018.875,74043.231,False,True,0,,C,NTFS,0,,,c_profile_ntfs
