protocol_version,workload,scenario,config,run_id,reference_mode,success,status,prime_elapsed_ms,measure_elapsed_ms,total_wall_clock_ms,fidelity_binary_equal,fidelity_visual_equal,changed_pages_count,missing_tool,reference_pdf,pdf_path
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260320-225904-384-22640d6b,False,True,ok,0.0,7086.468,7086.468,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260320-232543-323-87285461,False,True,ok,0.0,7060.915,7060.915,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260320-234443-210-3ec1b08d,False,True,ok,0.0,7084.482,7084.482,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-001847-478-b5bf75c9,False,True,ok,0.0,7061.216,7061.216,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-002900-374-c70dd3de,False,True,ok,0.0,7081.717,7081.717,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-004828-991-0ad0b05c,False,True,ok,0.0,7075.613,7075.613,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-012324-922-920e17d6,False,True,ok,0.0,7063.519,7063.519,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-014221-832-640f1f2d,False,True,ok,0.0,7066.241,7066.241,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B0_baseline_xelatex,20260321-020851-324-1c14bb90,False,True,ok,0.0,7052.304,7052.304,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-180928-070-91bac1da,False,True,ok,0.0,8021.881,8021.881,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-193335-597-7a937e72,False,True,ok,0.0,8016.962,8016.962,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-200818-394-10f9aeee,False,True,ok,0.0,8009.72,8009.72,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-202920-606-c018243b,False,True,ok,0.0,8016.388,8016.388,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-203112-712-a03e4ec4,False,True,ok,0.0,8017.329,8017.329,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-210014-533-351d26e0,False,True,ok,0.0,8012.388,8012.388,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-211337-742-c9ad818c,False,True,ok,0.0,8009.116,8009.116,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-215447-576-2ea90e72,False,True,ok,0.0,8017.861,8017.861,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-220938-813-f2ab5f0b,False,True,ok,0.0,8024.882,8024.882,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-223232-966-252f9bd4,False,True,ok,0.0,8009.041,8009.041,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-224156-722-11299dd8,False,True,ok,0.0,8015.117,8015.117,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-231144-639-ba187a37,False,True,ok,0.0,8013.486,8013.486,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-232307-215-2d7eef2e,False,True,ok,0.0,8017.778,8017.778,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260320-234502-122-a2463672,False,True,ok,0.0,8005.904,8005.904,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-001526-995-4057e3aa,False,True,ok,0.0,8009.883,8009.883,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-003455-961-e762f7cf,False,True,ok,0.0,11057.266,11057.266,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-005044-529-ed1b011b,False,True,ok,0.0,8012.178,8012.178,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-012248-452-d7ac7ef8,False,True,ok,0.0,8017.196,8017.196,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-013010-172-89e14609,False,True,ok,0.0,8012.191,8012.191,False,True,0,,,
v0.2-prime-measure,W1_text_math,S0_clean_build,B1_latexmk,20260321-020801-946-2dd4c57b,False,True,ok,0.0,8024.343,8024.343,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-182349-674-7cfaeda3,False,True,ok,7066.492,7067.489,14133.981,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-193421-968-b65ec060,False,True,ok,7049.162,7083.909,14133.071,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-200206-050-c743b689,False,True,ok,7084.694,7071.364,14156.058,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-200856-805-0e4f63e5,False,True,ok,7057.013,7044.322,14101.335,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-203849-192-c9b5a83b,False,True,ok,7069.072,7059.987,14129.059,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-205804-190-3ed04a69,False,True,ok,7075.372,7064.119,14139.491,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-213319-819-53cd43bf,False,True,ok,7047.759,7091.61,14139.369,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-214953-851-c6d7a484,False,True,ok,7070.916,7078.472,14149.388,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-221537-255-32d7d587,False,True,ok,7080.873,7070.687,14151.56,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-223658-081-38249a8f,False,True,ok,7070.42,7067.149,14137.569,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-224105-978-3b12664d,False,True,ok,7061.285,7069.835,14131.12,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-231429-661-7c3f9756,False,True,ok,7059.084,7068.362,14127.446,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-233953-523-474038df,False,True,ok,7072.21,7062.021,14134.231,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260320-235443-560-75408e20,False,True,ok,7057.171,7061.306,14118.477,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-001455-691-c1799f53,False,True,ok,7064.712,7079.447,14144.159,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-003240-761-fe1a75eb,False,True,ok,7072.901,7057.913,14130.814,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-010509-316-10df6357,False,True,ok,7078.275,7058.696,14136.971,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-011913-834-fdf6726a,False,True,ok,7073.568,7055.789,14129.357,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-012738-861-0ad96115,False,True,ok,7082.98,7070.518,14153.498,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B0_baseline_xelatex,20260321-015106-332-4a95f6f2,False,True,ok,7065.848,7087.7,14153.548,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-192046-244-66a45fc9,False,True,ok,8008.275,4014.992,12023.267,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-192921-783-77aaa298,False,True,ok,8012.338,4018.578,12030.916,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-200827-780-b05ecf35,False,True,ok,8012.869,4022.089,12034.958,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-202134-929-bce68990,False,True,ok,8018.598,4012.295,12030.893,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-203814-223-533f4a44,False,True,ok,8011.773,4016.211,12027.984,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-210055-125-317320bb,False,True,ok,8014.106,4010.785,12024.891,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-213202-636-23a2910d,False,True,ok,8021.081,4013.047,12034.128,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-215357-036-a5cc2726,False,True,ok,8013.742,4015.453,12029.195,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-220519-213-1787f876,False,True,ok,8018.72,4011.899,12030.619,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-223607-769-f1cebe38,False,True,ok,8007.368,4017.187,12024.555,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-225715-721-31cc3111,False,True,ok,8015.814,4017.471,12033.285,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-230117-581-ba3f1ff1,False,True,ok,8012.406,4020.534,12032.94,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-233303-234-e3e6f429,False,True,ok,8012.017,4013.636,12025.653,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260320-234402-487-c655f343,False,True,ok,8021.197,4024.206,12045.403,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-001856-147-52d04837,False,True,ok,8016.005,4006.172,12022.177,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-003859-629-2e78a242,False,True,ok,8013.175,4021.101,12034.276,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-010524-951-2cd3ba72,False,True,ok,8011.563,4017.242,12028.805,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-010705-960-88794e56,False,True,ok,8023.053,4018.799,12041.852,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-012927-309-83dd7b18,False,True,ok,8022.151,4009.569,12031.72,False,True,0,,,
v0.2-prime-measure,W1_text_math,S1_text_edit,B1_latexmk,20260321-015811-973-50c31b3e,False,True,ok,8021.516,4019.245,12040.761,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-192146-593-52f952de,False,True,ok,7072.659,7055.588,14128.247,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-194327-455-937d5b85,False,True,ok,7082.318,7071.428,14153.746,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-194806-776-27c69211,False,True,ok,7077.913,7079.486,14157.399,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-201945-140-76690d98,False,True,ok,7075.564,7082.261,14157.825,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-203507-365-0a166d68,False,True,ok,7064.948,7067.505,14132.453,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-210933-982-de254976,False,True,ok,7043.364,7069.384,14112.748,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-211453-252-5122b4b8,False,True,ok,7063.34,7072.135,14135.475,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-215223-951-0e343528,False,True,ok,7060.144,7079.463,14139.607,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-221321-884-58efe157,False,True,ok,7081.263,7068.541,14149.804,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-221852-323-93812cdc,False,True,ok,7057.695,7077.125,14134.82,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-225054-272-63d950f1,False,True,ok,7080.843,7072.374,14153.217,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-225848-766-3baab7dd,False,True,ok,7061.555,7055.29,14116.845,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-233208-373-8c1adaa5,False,True,ok,7064.341,7088.552,14152.893,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260320-235459-250-0dda6157,False,True,ok,7062.64,7075.133,14137.773,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-000218-374-1771f21c,False,True,ok,7062.172,7067.045,14129.217,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-003307-698-3b31babe,False,True,ok,7069.862,7073.108,14142.97,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-010359-957-6e5186fe,False,True,ok,7061.137,7082.639,14143.776,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-010719-567-bc59962d,False,True,ok,7066.261,7066.755,14133.016,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-014734-320-078c21c3,False,True,ok,7072.875,7044.313,14117.188,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B0_baseline_xelatex,20260321-015148-415-000f53bc,False,True,ok,7077.12,7073.937,14151.057,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-181044-551-ed9b2384,False,True,ok,8013.513,8014.775,16028.288,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-194441-237-2301bffe,False,True,ok,8012.869,8010.546,16023.415,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-195502-061-519653cd,False,True,ok,8014.919,8023.926,16038.845,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-202055-826-7eca8a64,False,True,ok,8020.003,8008.622,16028.625,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-205020-704-fead3077,False,True,ok,8020.07,8015.689,16035.759,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-205709-631-4ecf412f,False,True,ok,8006.594,8023.303,16029.897,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-212557-724-1af3f234,False,True,ok,8019.025,8012.172,16031.197,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-213956-947-c6f93b18,False,True,ok,8017.324,8010.416,16027.74,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-221122-454-de3b51e1,False,True,ok,8011.846,8021.096,16032.942,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-222743-480-c566d22b,False,True,ok,8023.336,8021.705,16045.041,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-225637-729-117bec2c,False,True,ok,8022.958,8016.607,16039.565,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-231742-662-aedea83c,False,True,ok,8010.591,8017.246,16027.837,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-233224-086-6e68e21a,False,True,ok,8006.589,8017.357,16023.946,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260320-234538-115-5cc43dbd,False,True,ok,8015.64,8017.384,16033.024,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-000754-233-6c4d3b17,False,True,ok,8008.239,8014.07,16022.309,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-002620-547-a284f527,False,True,ok,8023.189,8016.039,16039.228,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-010213-782-db256ea2,False,True,ok,8011.31,8023.593,16034.903,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-011236-365-86a47083,False,True,ok,8016.503,8008.215,16024.718,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-013345-359-0b8f4001,False,True,ok,8007.493,8011.654,16019.147,False,True,0,,,
v0.2-prime-measure,W1_text_math,S2_bib_edit,B1_latexmk,20260321-020744-590-9ef48b9a,False,True,ok,8017.607,8019.4,16037.007,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-184156-775-91a96809,False,True,ok,7076.171,7071.114,14147.285,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-192646-613-9ec84d4a,False,True,ok,7061.21,7052.468,14113.678,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-200135-912-fc9c4fae,False,True,ok,7077.032,7076.386,14153.418,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-202700-940-6053399d,False,True,ok,7069.179,7073.626,14142.805,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-203006-326-52196d21,False,True,ok,7078.618,7059.276,14137.894,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-210108-561-38396e56,False,True,ok,7066.796,7043.495,14110.291,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-211852-719-35eab6ea,False,True,ok,7072.858,7060.865,14133.723,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-213847-957-c31ee53c,False,True,ok,7079.859,7064.903,14144.762,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-215830-825-ab627fca,False,True,ok,7063.858,7092.456,14156.314,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-223242-314-098c7432,False,True,ok,7067.0,7068.914,14135.914,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-224809-839-aea11e76,False,True,ok,7087.189,7071.273,14158.462,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-231726-919-5464a1ce,False,True,ok,7059.092,7089.819,14148.911,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-233501-709-41c938d5,False,True,ok,7063.038,7072.926,14135.964,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260320-235659-202-ef7164c4,False,True,ok,7066.391,7081.767,14148.158,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-001511-369-53057fab,False,True,ok,7069.03,7057.615,14126.645,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-002529-798-e21db036,False,True,ok,7081.176,7056.814,14137.99,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-004648-982-3fd6529b,False,True,ok,7070.485,7054.402,14124.887,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-012309-372-5d4f2969,False,True,ok,7069.232,7061.52,14130.752,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-012723-278-4751b316,False,True,ok,7057.667,7041.554,14099.221,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B0_baseline_xelatex,20260321-015741-799-b287c86b,False,True,ok,7064.684,7070.558,14135.242,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-180337-475-e43f7608,False,True,ok,8015.719,4022.464,12038.183,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-192633-183-1027494d,False,True,ok,8017.343,4020.323,12037.666,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-195200-372-0f2adff5,False,True,ok,8019.777,4011.459,12031.236,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-201204-727-2a048ee1,False,True,ok,8021.993,4010.362,12032.355,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-203347-558-9379b107,False,True,ok,8017.149,4020.491,12037.64,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-205342-067-66fe5359,False,True,ok,8018.289,4017.144,12035.433,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-212544-136-1eac484b,False,True,ok,8012.352,4021.976,12034.328,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-214025-911-313ed7c6,False,True,ok,8006.264,4020.6,12026.864,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-220505-518-66552ff2,False,True,ok,8019.294,4016.684,12035.978,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-223328-035-5ca767cc,False,True,ok,8010.342,4015.617,12025.959,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-224121-636-aff89cfb,False,True,ok,8011.323,4009.021,12020.344,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-231249-595-59044313,False,True,ok,8009.754,4017.342,12027.096,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260320-232955-903-99c27930,False,True,ok,8016.584,4010.278,12026.862,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-000139-954-f246a6d4,False,True,ok,8021.647,4025.521,12047.168,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-002024-077-48143747,False,True,ok,8010.964,4016.249,12027.213,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-002545-484-d7b36e90,False,True,ok,8008.664,4019.166,12027.83,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-004428-589-6db90903,False,True,ok,8019.304,4014.718,12034.022,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-011715-414-0b875fe7,False,True,ok,8018.622,4010.78,12029.402,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-012650-032-fd924936,False,True,ok,8014.417,4014.639,12029.056,False,True,0,,,
v0.2-prime-measure,W1_text_math,S3_figure_edit,B1_latexmk,20260321-020811-385-626510a4,False,True,ok,8017.164,4024.883,12042.047,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-181605-632-24a233d4,False,True,ok,7056.432,7065.152,14121.584,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-194125-385-8501df92,False,True,ok,7065.145,7071.639,14136.784,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-195446-537-03994d17,False,True,ok,7056.68,7058.803,14115.483,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-202950-721-805871ce,False,True,ok,7067.555,7075.931,14143.486,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-204241-622-d80ee5c8,False,True,ok,7085.243,7081.612,14166.855,False,True,0,,,
v0.2-prime-measure,W1_text_math,S4_preamble_edit,B0_baseline_xelatex,20260320-210221-154-4e5cb5e7,False,True,ok,7092.422,7066.411,14158.833,False,True,0,,,
